Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
IDCJAC0011,086071,2014,02,28,13.8,1,Y
IDCJAC0011,086071,2014,03,01,15.9,1,Y
IDCJAC0011,086071,2014,03,02,16.9,1,Y
IDCJAC0011,086071,2014,03,03,15.7,1,Y
IDCJAC0011,086071,2014,03,04,16,1,Y
IDCJAC0011,086071,2014,03,05,19.5,1,Y
IDCJAC0011,086071,2014,03,06,14.3,1,Y
IDCJAC0011,086071,2014,03,07,14.3,1,Y
IDCJAC0011,086071,2014,03,08,15,1,Y
IDCJAC0011,086071,2014,03,09,16.5,1,Y
IDCJAC0011,086071,2014,03,10,21.3,1,Y
IDCJAC0011,086071,2014,03,11,19.3,1,Y
IDCJAC0011,086071,2014,03,12,16.7,1,Y
IDCJAC0011,086071,2014,03,13,13.7,1,Y
IDCJAC0011,086071,2014,03,14,14.9,1,Y
IDCJAC0011,086071,2014,03,15,17.3,1,Y
IDCJAC0011,086071,2014,03,16,13.7,1,Y
IDCJAC0011,086071,2014,03,17,14.2,1,Y
IDCJAC0011,086071,2014,03,18,15.9,1,Y
IDCJAC0011,086071,2014,03,19,13.7,1,Y
IDCJAC0011,086071,2014,03,20,11.2,1,Y
IDCJAC0011,086071,2014,03,21,14.6,1,Y
IDCJAC0011,086071,2014,03,22,13.3,1,Y
IDCJAC0011,086071,2014,03,23,13.9,1,Y
IDCJAC0011,086071,2014,03,24,12.5,1,Y
IDCJAC0011,086071,2014,03,25,12.1,1,Y
IDCJAC0011,086071,2014,03,26,14.1,1,Y
IDCJAC0011,086071,2014,03,27,17.1,1,Y
IDCJAC0011,086071,2014,03,28,17.1,1,Y
IDCJAC0011,086071,2014,03,29,12.7,1,Y
IDCJAC0011,086071,2014,03,30,14.6,1,Y
IDCJAC0011,086071,2014,03,31,16.6,1,Y
IDCJAC0011,086071,2014,04,01,18.9,1,Y
IDCJAC0011,086071,2014,04,02,23,1,Y
IDCJAC0011,086071,2014,04,03,15.1,1,Y
IDCJAC0011,086071,2014,04,04,14.6,1,Y
IDCJAC0011,086071,2014,04,05,15,1,Y
IDCJAC0011,086071,2014,04,06,12.5,1,Y
IDCJAC0011,086071,2014,04,07,13.3,1,Y
IDCJAC0011,086071,2014,04,08,16.6,1,Y
IDCJAC0011,086071,2014,04,09,16.7,1,Y
IDCJAC0011,086071,2014,04,10,16.5,1,Y
IDCJAC0011,086071,2014,04,11,17,1,Y
IDCJAC0011,086071,2014,04,12,15.5,1,Y
IDCJAC0011,086071,2014,04,13,13,1,Y
IDCJAC0011,086071,2014,04,14,12.5,1,Y
IDCJAC0011,086071,2014,04,15,12.6,1,Y
IDCJAC0011,086071,2014,04,16,10,1,Y
IDCJAC0011,086071,2014,04,17,11.2,1,Y
IDCJAC0011,086071,2014,04,18,13.9,1,Y
IDCJAC0011,086071,2014,04,19,11.7,1,Y
IDCJAC0011,086071,2014,04,20,12.7,1,Y
IDCJAC0011,086071,2014,04,21,12.5,1,Y
IDCJAC0011,086071,2014,04,22,13.3,1,Y
IDCJAC0011,086071,2014,04,23,11.9,1,Y
IDCJAC0011,086071,2014,04,24,12.3,1,Y
IDCJAC0011,086071,2014,04,25,6.5,1,Y
IDCJAC0011,086071,2014,04,26,9,1,Y
IDCJAC0011,086071,2014,04,27,9.5,1,Y
IDCJAC0011,086071,2014,04,28,6.5,1,Y
IDCJAC0011,086071,2014,04,29,13.9,1,Y
IDCJAC0011,086071,2014,04,30,10.5,1,Y
IDCJAC0011,086071,2014,05,01,6.3,1,Y
IDCJAC0011,086071,2014,05,02,9.1,1,Y
IDCJAC0011,086071,2014,05,03,10.1,1,Y
IDCJAC0011,086071,2014,05,04,8.7,1,Y
IDCJAC0011,086071,2014,05,05,9.8,1,Y
IDCJAC0011,086071,2014,05,06,10.7,1,Y
IDCJAC0011,086071,2014,05,07,9.7,1,Y
IDCJAC0011,086071,2014,05,08,4.3,1,Y
IDCJAC0011,086071,2014,05,09,7,1,Y
IDCJAC0011,086071,2014,05,10,12.1,1,Y
IDCJAC0011,086071,2014,05,11,9.7,1,Y
IDCJAC0011,086071,2014,05,12,7.8,1,Y
