Product code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
IDCJAC0010,086071,2014,05,16,23.2,1,Y
IDCJAC0010,086071,2014,05,17,20.1,1,Y
IDCJAC0010,086071,2014,05,18,21.5,1,Y
IDCJAC0010,086071,2014,05,19,23.5,1,Y
IDCJAC0010,086071,2014,05,20,21.8,1,Y
IDCJAC0010,086071,2014,05,21,23.8,1,Y
IDCJAC0010,086071,2014,05,22,21.1,1,Y
IDCJAC0010,086071,2014,05,23,20.7,1,Y
IDCJAC0010,086071,2014,05,24,18.1,1,Y
IDCJAC0010,086071,2014,05,25,20.5,1,Y
IDCJAC0010,086071,2014,05,26,22.1,1,Y
IDCJAC0010,086071,2014,05,27,20.1,1,Y
IDCJAC0010,086071,2014,05,28,19,1,Y
IDCJAC0010,086071,2014,05,29,15.9,1,Y
IDCJAC0010,086071,2014,05,30,17.9,1,Y
IDCJAC0010,086071,2014,05,31,18.8,1,Y
IDCJAC0010,086071,2014,06,01,15.1,1,Y
IDCJAC0010,086071,2014,06,02,17.4,1,Y
IDCJAC0010,086071,2014,06,03,16.6,1,Y
IDCJAC0010,086071,2014,06,04,18.6,1,Y
IDCJAC0010,086071,2014,06,05,17.1,1,Y
IDCJAC0010,086071,2014,06,06,16.6,1,Y
IDCJAC0010,086071,2014,06,07,17.5,1,Y
IDCJAC0010,086071,2014,06,08,15.9,1,Y
IDCJAC0010,086071,2014,06,09,15.6,1,Y
IDCJAC0010,086071,2014,06,10,19,1,Y
IDCJAC0010,086071,2014,06,11,16.6,1,Y
IDCJAC0010,086071,2014,06,12,16.3,1,Y
IDCJAC0010,086071,2014,06,13,17,1,Y
IDCJAC0010,086071,2014,06,14,15.8,1,Y
IDCJAC0010,086071,2014,06,15,16.4,1,Y
IDCJAC0010,086071,2014,06,16,17,1,Y
IDCJAC0010,086071,2014,06,17,16.3,1,Y
IDCJAC0010,086071,2014,06,18,14.3,1,Y
IDCJAC0010,086071,2014,06,19,12.3,1,Y
IDCJAC0010,086071,2014,06,20,15.5,1,Y
IDCJAC0010,086071,2014,06,21,15.7,1,Y
IDCJAC0010,086071,2014,06,22,15.8,1,Y
IDCJAC0010,086071,2014,06,23,14.7,1,Y
IDCJAC0010,086071,2014,06,24,14.5,1,Y
IDCJAC0010,086071,2014,06,25,16,1,Y
IDCJAC0010,086071,2014,06,26,16.8,1,Y
IDCJAC0010,086071,2014,06,27,14.7,1,Y
IDCJAC0010,086071,2014,06,28,13,1,Y
IDCJAC0010,086071,2014,06,29,11.3,1,Y
IDCJAC0010,086071,2014,06,30,13.3,1,Y
IDCJAC0010,086071,2014,07,01,13.4,1,Y
IDCJAC0010,086071,2014,07,02,17.3,1,Y
IDCJAC0010,086071,2014,07,03,12.7,1,Y
IDCJAC0010,086071,2014,07,04,12.9,1,Y
IDCJAC0010,086071,2014,07,05,15.4,1,Y
IDCJAC0010,086071,2014,07,06,14.1,1,Y
IDCJAC0010,086071,2014,07,07,16,1,Y
IDCJAC0010,086071,2014,07,08,14.9,1,Y
IDCJAC0010,086071,2014,07,09,11.2,1,Y
IDCJAC0010,086071,2014,07,10,15.6,1,Y
IDCJAC0010,086071,2014,07,11,14.4,1,Y
IDCJAC0010,086071,2014,07,12,11.6,1,Y
IDCJAC0010,086071,2014,07,13,15,1,Y
IDCJAC0010,086071,2014,07,14,13.4,1,Y
IDCJAC0010,086071,2014,07,15,13.1,1,Y
IDCJAC0010,086071,2014,07,16,14.7,1,Y
IDCJAC0010,086071,2014,07,17,12.3,1,Y
IDCJAC0010,086071,2014,07,18,14.3,1,Y
IDCJAC0010,086071,2014,07,19,13.5,1,Y
IDCJAC0010,086071,2014,07,20,13.7,1,Y
IDCJAC0010,086071,2014,07,21,13.2,1,Y
IDCJAC0010,086071,2014,07,22,12.5,1,Y
IDCJAC0010,086071,2014,07,23,13.7,1,Y
IDCJAC0010,086071,2014,07,24,15,1,Y
IDCJAC0010,086071,2014,07,25,16.1,1,Y
IDCJAC0010,086071,2014,07,26,15.3,1,Y
IDCJAC0010,086071,2014,07,27,17,1,Y
IDCJAC0010,086071,2014,07,28,16.9,1,Y
IDCJAC0010,086071,2014,07,29,16.5,1,Y
IDCJAC0010,086071,2014,07,30,19.1,1,Y
IDCJAC0010,086071,2014,07,31,19.9,1,Y
IDCJAC0010,086071,2014,08,01,10.3,1,Y
IDCJAC0010,086071,2014,08,02,13.6,1,Y
IDCJAC0010,086071,2014,08,03,14.8,1,Y
IDCJAC0010,086071,2014,08,04,15.3,1,Y
IDCJAC0010,086071,2014,08,05,16.8,1,Y
IDCJAC0010,086071,2014,08,06,16.5,1,Y
IDCJAC0010,086071,2014,08,07,14,1,Y
IDCJAC0010,086071,2014,08,08,16.4,1,Y
IDCJAC0010,086071,2014,08,09,15.1,1,Y
IDCJAC0010,086071,2014,08,10,14,1,Y
IDCJAC0010,086071,2014,08,11,13.6,1,Y
IDCJAC0010,086071,2014,08,12,13,1,Y
IDCJAC0010,086071,2014,08,13,15.7,1,Y
IDCJAC0010,086071,2014,08,14,15.1,1,Y
IDCJAC0010,086071,2014,08,15,17.5,1,Y
IDCJAC0010,086071,2014,08,16,13.4,1,Y
IDCJAC0010,086071,2014,08,17,16.7,1,Y
IDCJAC0010,086071,2014,08,18,13.6,1,Y
IDCJAC0010,086071,2014,08,19,13.9,1,Y
IDCJAC0010,086071,2014,08,20,13.6,1,Y
IDCJAC0010,086071,2014,08,21,18.1,1,Y
IDCJAC0010,086071,2014,08,22,21.2,1,Y
IDCJAC0010,086071,2014,08,23,20.5,1,Y
IDCJAC0010,086071,2014,08,24,16.3,1,Y
IDCJAC0010,086071,2014,08,25,16.7,1,Y
IDCJAC0010,086071,2014,08,26,19.4,1,Y
IDCJAC0010,086071,2014,08,27,19.9,1,Y
IDCJAC0010,086071,2014,08,28,20.2,1,Y
IDCJAC0010,086071,2014,08,29,15.3,1,Y
IDCJAC0010,086071,2014,08,30,21.4,1,Y
IDCJAC0010,086071,2014,08,31,21.6,1,Y
IDCJAC0010,086071,2014,09,01,15.4,1,Y
IDCJAC0010,086071,2014,09,02,16.4,1,Y
IDCJAC0010,086071,2014,09,03,15.4,1,Y
IDCJAC0010,086071,2014,09,04,16.4,1,Y
IDCJAC0010,086071,2014,09,05,16.9,1,Y
IDCJAC0010,086071,2014,09,06,19.4,1,Y
IDCJAC0010,086071,2014,09,07,21.2,1,Y
IDCJAC0010,086071,2014,09,08,21.2,1,Y
IDCJAC0010,086071,2014,09,09,20.4,1,Y
IDCJAC0010,086071,2014,09,10,19.7,1,Y
IDCJAC0010,086071,2014,09,11,17.4,1,Y
IDCJAC0010,086071,2014,09,12,16.3,1,Y
IDCJAC0010,086071,2014,09,13,18.9,1,Y
IDCJAC0010,086071,2014,09,14,20.9,1,Y
IDCJAC0010,086071,2014,09,15,18.7,1,Y
IDCJAC0010,086071,2014,09,16,15,1,Y
IDCJAC0010,086071,2014,09,17,16.7,1,Y
IDCJAC0010,086071,2014,09,18,14,1,Y
IDCJAC0010,086071,2014,09,19,15.7,1,Y
IDCJAC0010,086071,2014,09,20,17.5,1,Y
IDCJAC0010,086071,2014,09,21,17.5,1,Y
IDCJAC0010,086071,2014,09,22,23.7,1,Y
IDCJAC0010,086071,2014,09,23,25.8,1,Y
IDCJAC0010,086071,2014,09,24,23.7,1,Y
IDCJAC0010,086071,2014,09,25,17.1,1,Y
IDCJAC0010,086071,2014,09,26,19.5,1,Y
IDCJAC0010,086071,2014,09,27,23.4,1,Y
IDCJAC0010,086071,2014,09,28,28,1,Y
IDCJAC0010,086071,2014,09,29,23.6,1,Y
IDCJAC0010,086071,2014,09,30,24.2,1,Y
IDCJAC0010,086071,2014,10,01,16.6,1,Y
IDCJAC0010,086071,2014,10,02,17.9,1,Y
IDCJAC0010,086071,2014,10,03,19.4,1,Y
IDCJAC0010,086071,2014,10,04,26.5,1,Y
IDCJAC0010,086071,2014,10,05,19.5,1,Y
IDCJAC0010,086071,2014,10,06,25.3,1,Y
IDCJAC0010,086071,2014,10,07,18.4,1,Y
IDCJAC0010,086071,2014,10,08,18.8,1,Y
IDCJAC0010,086071,2014,10,09,23.3,1,Y
IDCJAC0010,086071,2014,10,10,24.9,1,Y
IDCJAC0010,086071,2014,10,11,21.6,1,Y
IDCJAC0010,086071,2014,10,12,30,1,Y
IDCJAC0010,086071,2014,10,13,16.7,1,Y
IDCJAC0010,086071,2014,10,14,17.3,1,Y
IDCJAC0010,086071,2014,10,15,17.5,1,Y
IDCJAC0010,086071,2014,10,16,17.2,1,Y
IDCJAC0010,086071,2014,10,17,18.4,1,Y
IDCJAC0010,086071,2014,10,18,24.4,1,Y
IDCJAC0010,086071,2014,10,19,29.1,1,Y
IDCJAC0010,086071,2014,10,20,21.2,1,Y
IDCJAC0010,086071,2014,10,21,29.1,1,Y
IDCJAC0010,086071,2014,10,22,31.8,1,Y
IDCJAC0010,086071,2014,10,23,22.7,1,Y
IDCJAC0010,086071,2014,10,24,30.6,1,Y
IDCJAC0010,086071,2014,10,25,20.3,1,Y
IDCJAC0010,086071,2014,10,26,24.6,1,Y
IDCJAC0010,086071,2014,10,27,20,1,Y
IDCJAC0010,086071,2014,10,28,20.5,1,Y
IDCJAC0010,086071,2014,10,29,23.2,1,Y
IDCJAC0010,086071,2014,10,30,22.3,1,Y
IDCJAC0010,086071,2014,10,31,32.9,1,Y
IDCJAC0010,086071,2014,11,01,17.9,1,Y
IDCJAC0010,086071,2014,11,02,16.8,1,Y
IDCJAC0010,086071,2014,11,03,23.3,1,Y
IDCJAC0010,086071,2014,11,04,29.4,1,Y
IDCJAC0010,086071,2014,11,05,18.8,1,Y
IDCJAC0010,086071,2014,11,06,23.9,1,Y
IDCJAC0010,086071,2014,11,07,33,1,Y
IDCJAC0010,086071,2014,11,08,35.2,1,Y
IDCJAC0010,086071,2014,11,09,20,1,Y
IDCJAC0010,086071,2014,11,10,21.1,1,Y
IDCJAC0010,086071,2014,11,11,19.2,1,Y
IDCJAC0010,086071,2014,11,12,25.1,1,Y
IDCJAC0010,086071,2014,11,13,31.3,1,Y
IDCJAC0010,086071,2014,11,14,20.9,1,Y
IDCJAC0010,086071,2014,11,15,18.1,1,Y
IDCJAC0010,086071,2014,11,16,19.3,1,Y
IDCJAC0010,086071,2014,11,17,21.1,1,Y
IDCJAC0010,086071,2014,11,18,21.2,1,Y
IDCJAC0010,086071,2014,11,19,30.1,1,Y
IDCJAC0010,086071,2014,11,20,28.7,1,Y
IDCJAC0010,086071,2014,11,21,23.9,1,Y
IDCJAC0010,086071,2014,11,22,31.4,1,Y
IDCJAC0010,086071,2014,11,23,25.5,1,Y
IDCJAC0010,086071,2014,11,24,19.9,1,Y
IDCJAC0010,086071,2014,11,25,22.3,1,Y
IDCJAC0010,086071,2014,11,26,19.8,1,Y
IDCJAC0010,086071,2014,11,27,20.2,1,Y
IDCJAC0010,086071,2014,11,28,21,1,Y
IDCJAC0010,086071,2014,11,29,25,1,Y
IDCJAC0010,086071,2014,11,30,34.8,1,Y
IDCJAC0010,086071,2014,12,01,29.3,1,Y
IDCJAC0010,086071,2014,12,02,26.1,1,Y
IDCJAC0010,086071,2014,12,03,23.9,1,Y
IDCJAC0010,086071,2014,12,04,27.7,1,Y
IDCJAC0010,086071,2014,12,05,21.4,1,Y
IDCJAC0010,086071,2014,12,06,22.9,1,Y
IDCJAC0010,086071,2014,12,07,17.9,1,Y
IDCJAC0010,086071,2014,12,08,21.8,1,Y
IDCJAC0010,086071,2014,12,09,21.7,1,Y
IDCJAC0010,086071,2014,12,10,21.3,1,Y
IDCJAC0010,086071,2014,12,11,22.1,1,Y
IDCJAC0010,086071,2014,12,12,27.8,1,Y
IDCJAC0010,086071,2014,12,13,31.5,1,Y
IDCJAC0010,086071,2014,12,14,26.2,1,Y
IDCJAC0010,086071,2014,12,15,24.2,1,Y
IDCJAC0010,086071,2014,12,16,32.6,1,Y
IDCJAC0010,086071,2014,12,17,22.7,1,Y
IDCJAC0010,086071,2014,12,18,24.6,1,Y
IDCJAC0010,086071,2014,12,19,21.1,1,Y
IDCJAC0010,086071,2014,12,20,23.8,1,Y
IDCJAC0010,086071,2014,12,21,33.8,1,Y
IDCJAC0010,086071,2014,12,22,25.2,1,Y
IDCJAC0010,086071,2014,12,23,26.8,1,Y
IDCJAC0010,086071,2014,12,24,23,1,Y
IDCJAC0010,086071,2014,12,25,24.1,1,Y
IDCJAC0010,086071,2014,12,26,21.1,1,Y
IDCJAC0010,086071,2014,12,27,23,1,Y
IDCJAC0010,086071,2014,12,28,32.1,1,Y
IDCJAC0010,086071,2014,12,29,26.4,1,Y
IDCJAC0010,086071,2014,12,30,24.6,1,Y
IDCJAC0010,086071,2014,12,31,25.8,1,Y
IDCJAC0010,086071,2015,01,01,27.3,1,Y
IDCJAC0010,086071,2015,01,02,39.4,1,Y
IDCJAC0010,086071,2015,01,03,38.4,1,Y
IDCJAC0010,086071,2015,01,04,23.9,1,Y
IDCJAC0010,086071,2015,01,05,23.9,1,Y
